Hour,A,B,C,D,E,F,G,H,I,J,K,L,M,N
141,166.52123213747052,504.91682012573335,125.21331426250651,180.20118865333606,32.36545010816761,2.783429005558519,60.75064840194333,1.7096054258492592,600,3500,56.31957504772218,18.421223158638124,40.392538221400834,1
142,172.08245012281017,492.3209924930217,241.21565607607056,171.79389299071056,29.54338139532616,2.490300576577508,68.7316890318894,1.1888598163954371,600,3500,54.5491777066687,21.162115140054414,30.985408348172275,0
143,182.52105623199674,483.33010281136137,53.4760539311444,156.3244665818501,29.85413042399962,3.963356560644662,62.19521267705653,0.5779348663314026,600,3500,76.72061603996013,17.84002046977865,30.076504256028418,0
144,187.7855378453437,451.47166694671427,76.48290461746603,146.6652999286791,23.50986668896151,1.4093192576701994,56.51510666245792,1.6794172990760496,600,3500,68.5698308621931,16.32412870921462,58.50489254545896,0
145,201.42440308951475,443.58534162150283,219.45324483398923,138.10067529126178,21.91869985093926,3.0854336621427816,32.097561171581816,0.8020456732039616,600,3500,67.06766335822246,33.00095674371185,28.0818071264021,0
146,226.81603025220807,432.19835169819737,218.81059559836157,143.56166118291895,22.420775259692054,2.2129563043128764,78.42443887971919,0.8879312523320582,600,3500,61.51894910791618,26.32647044814381,31.68125943001358,1
147,223.57112067391913,434.45425849534047,195.9328135367362,142.23587675774604,34.752991274721154,2.2845988447768444,69.93570958272872,0.7470595301484438,600,3500,60.90861803706947,26.031329015891174,30.31857853273806,1
148,221.51245350296406,439.5805981319979,211.245048895459,135.63119801360637,15.80218382824965,3.1527932969745285,44.64110183504824,0.9953225973072464,600,3500,61.31661488668339,23.65069882978643,31.209258720014308,1
149,207.11203902612607,467.72316072023614,167.3900885708029,154.10898005685587,32.34062992244897,3.077308453973109,78.99851646794252,1.6351272585329526,600,3500,70.57126378567095,28.10126637717843,37.63017650785897,0
150,219.01931158726248,481.9795182930269,83.0217270830163,148.79780474848255,26.57350817144787,3.973767981106565,60.09407948181611,1.2790787892559061,600,3500,75.21621579282383,17.315616809797483,39.44411498417435,0
151,232.01327972990737,473.3259634580908,110.25183811613664,158.13462806355165,23.77230838379181,1.3851828683623757,59.12113291036232,0.8073219112260688,600,3500,68.5362354291415,17.50672352711647,50.20488157759518,1
152,223.34181816941182,459.84974338786543,62.66333787241344,171.10349652585336,29.50515320830273,1.3123289481524991,67.4036589714766,1.8167451172280613,600,3500,71.95569702077736,23.071231416423604,63.89159438581352,0
153,229.51822662452327,467.228530960463,273.4506627867522,158.54381382459462,24.733378828494057,3.1730164513862236,70.58848940450687,1.8193727824272938,600,3500,63.286223850297404,30.19553340950458,43.95199935332349,0
154,241.68893459432437,447.42503285515335,179.18362048217494,159.13551753718318,32.468464761633214,2.7351607510192273,62.823930366575134,1.8058676375690104,600,3500,56.096676892994516,26.956357312024565,46.38670727808622,1
155,243.9518172893131,474.89691434296867,126.24691086145558,154.9952483299174,33.01403728022517,1.8224819996794177,36.40478731831,0.858194317072309,600,3500,71.00416431845213,27.776767642303387,42.84167455753095,1
156,252.4258316150795,492.58851615378796,143.9816830567985,150.2038531574427,23.434418537469107,1.2382581069669598,46.91337529972492,1.1768590162714823,600,3500,66.48228757934363,19.5213853237515,55.28844136161558,0
157,254.17416173499421,485.5508813722174,284.7121684874264,154.64686769189797,20.536555944701032,1.2569747487892915,76.40418201630249,1.9774844842113126,600,3500,74.40432160672461,34.248864805053515,72.91345836865779,0
158,242.00561281140182,459.85386343585424,54.47190690366326,149.66390372051168,26.847006571867244,3.682572623992355,41.230780592192595,1.6580187144649856,600,3500,71.38568825282483,26.105897461477515,43.32502434385666,1
159,252.49908673461047,480.16194904833543,180.0066512848712,145.6961513498999,33.24726691233382,1.5756019741562288,48.60835119187567,0.5407511318383398,600,3500,64.03849667566917,30.40119602905559,45.9766813221362,0
160,265.7501433497525,478.44385136954617,156.70771687649514,144.35123218489755,19.21324378011333,1.9701146863465624,51.6038441472098,0.597806886890738,600,3500,59.662641833835266,21.63487389596539,40.41650466132135,1
161,273.0951539985529,497.0110960491481,187.32172827604788,141.364038037885,27.459331671269656,1.6799692066809642,51.97024948472261,1.195897065218499,600,3500,62.02331121938268,22.441497438085797,43.00575436673577,1
162,263.5501813789387,473.0946811672326,15.251953308043747,131.97547638178798,27.63120440185041,2.064988917495812,60.64697912472627,1.8638303087923402,600,3500,61.46620475285387,17.824329608302968,51.90580309768991,1
163,256.0383871322994,464.104055822926,262.91593359380397,138.34272842056777,29.66226044830562,1.20827152823828,77.15379188723537,1.3080526969290713,600,3500,85.10060878292325,27.471378882676927,55.64843864643544,0
164,244.7341066010941,464.18271131869875,280.3143019202476,146.73097592862857,17.631353702545198,2.557179372724811,42.034635591625246,1.2467187620514353,600,3500,50.36510320611992,24.645185904308708,30.61532046859491,1
165,252.43388020040206,464.8874202251699,173.8886232408706,149.4799246449103,29.31649929364177,1.2028376907766447,36.0750688150459,0.6582105499349459,600,3500,71.69056910600449,30.353920315700115,55.14158134918873,0
166,265.1177754244411,458.1364381529812,212.02873892429875,146.4675034367322,33.18065041331282,3.4010695234670845,39.873524492996864,1.485170157086441,600,3500,63.8609703259932,27.404982805984673,38.47883695636686,1
167,269.36263786500564,467.4791871381937,277.52482054141575,140.82581754609393,18.593662177404838,1.701136245731299,74.34624501046348,1.7331547409003383,600,3500,71.38615140409709,26.002890837494366,53.88398487259706,1
168,278.76799371462573,451.4648806974548,215.0992039508856,135.19685704268235,19.750866498477553,2.6200357438135318,62.2905406327603,1.0706300112613434,600,3500,59.81838669437737,18.530019401237684,32.631514504373335,1
169,270.091582814832,449.3291884221354,54.23632244513579,154.05586796294403,34.42790188083279,3.6402372626843746,44.29533946195801,1.6634177763879912,600,3500,69.68904605674712,23.190325688247903,45.32566524579415,1
170,271.5502013391151,451.1336228978139,177.1236244483758,161.55857437547718,18.619539054189794,2.9526321071415826,70.79734694843086,1.9467149808512174,600,3500,66.96331869226769,24.888915010441018,52.28502825222257,1
171,257.8514907719522,458.8502054086951,185.9473634510282,154.83769374681046,32.08770186739159,2.598873359654006,73.0684998181718,0.8056496886915336,600,3500,56.42625142877732,26.462678774459015,29.796115152333375,1
172,250.1336832770196,469.5244285800284,132.99789467769193,156.1552763663076,24.845557128960696,1.9730012593461268,72.3257169345139,1.284994446792112,600,3500,64.94870903870223,16.463141361121565,38.88399163677044,1
173,258.9204187589286,452.6547972024604,223.5688283311696,153.2549961655127,19.94462148806354,1.999005739174594,75.94632668197772,0.9307069371268633,600,3500,63.950408028634364,26.477479441167205,34.659912742048334,1
174,256.52447367699045,429.643084641426,280.9664342830143,157.92539917476302,32.41499802545023,3.0084608655945706,42.612051008668075,1.689281628550759,600,3500,62.66182468145886,28.526872453973343,37.998746265679,0
175,268.6182933838568,448.80823696990365,278.41486874296515,162.27339199707774,23.90610510005331,3.982418083663503,67.75209643731392,1.3663900488217362,600,3500,83.59882002812805,23.277723318376264,43.64087334016314,0
176,273.99789342077673,453.7929471495975,140.74341770719832,170.9422692283215,25.296347078593804,2.985517569548136,53.026974863707,1.4518736263254557,600,3500,59.48484678773399,20.48755193057747,32.07330657580969,1
177,301.3421150113941,442.5656491012492,42.83903329381902,164.13781755902392,22.18466738799531,2.6733502521100747,72.09992764450308,1.696871239423841,600,3500,60.703872454350744,22.692766010072077,44.6901480688462,1
178,302.2797693129136,465.8329287340871,295.603947699077,164.97569994812895,26.85901702869855,3.191951530717738,66.42453385808065,1.0939557089936822,600,3500,71.50757470695638,23.560755085485994,29.210247541246964,1
179,288.2157166410981,467.56804824847995,253.2804450693209,150.98732406846875,18.270477451700454,2.3956168368511546,68.82237232498623,1.8726351026105648,600,3500,58.913905991110035,30.264915120567323,47.853693209773674,0
180,287.87042008015,485.25750600943735,46.152177548947385,140.928601665038,22.821630733035214,1.1804270278023556,62.808091884053574,1.2995433008692099,600,3500,71.28461696364907,14.619176414945237,58.96281747596143,0
181,278.24026381948875,486.270283230589,277.04414595903796,148.00140835751145,34.38824644670575,2.686890447633729,38.87143847348534,0.736932234253022,600,3500,53.92900377123319,35.43570756228338,28.25866064393107,0
182,288.0120638276195,517.1815021038187,262.2699449980172,140.39593802626882,20.16266865402255,3.8728758535161405,57.25134594484692,1.5438486772532036,600,3500,71.29777473835865,21.060121598168212,45.2980773488486,1
183,288.4318644723197,543.5116147404668,160.4630365665609,133.66866764188597,28.134733290825842,1.5259088270729788,79.23348697622541,1.6898920256573815,600,3500,77.79723467365002,29.17049572238699,61.93734932986807,0
184,287.05914630134157,539.7771525132807,181.46987636602947,133.6024430454856,21.503801284493896,3.070014672461997,76.86940332485594,0.9751425156012901,600,3500,69.9329804805527,26.955847470898558,28.202456660259333,1
185,285.81782241252495,554.3507167775961,125.71078412233777,139.1605312922579,30.46946251373201,1.6028010659771694,32.158686789850584,1.7857688854981295,600,3500,67.47917183671196,32.51974400715871,58.31934369940205,0
186,293.2212305920023,564.0313560213733,25.880875258389086,130.67391692558513,17.617473214366996,2.607483053419244,38.24074078647186,1.8592148821486496,600,3500,59.35451768680086,26.20775890079138,46.889873546112334,1
187,288.6966082685556,584.5608293843585,107.20720007731127,102.82744629550446,34.39642090157089,1.2900293489401589,36.58643867272809,0.9153567310667134,600,3500,73.01909432393411,29.86574713648305,53.72808725054396,0
188,296.4671062175917,570.0869774756569,242.8275000934233,95.86566035835637,24.075790827672783,2.3511128087745554,66.29899549926478,1.975282209072833,600,3500,57.00845026856084,27.087880486399584,53.007839006862,1
189,306.9228179010549,580.3777493756335,11.343286671334829,105.51068498197907,19.72100926692928,3.268489986685738,70.88926649284726,0.7110672920731376,600,3500,73.75629207887745,16.767709595194123,32.9292411571541,1
190,303.50140077500106,596.2541166783773,106.71475979043181,108.25576539011406,16.469934946600254,2.042714572716946,40.675568315533596,0.8030235026037349,600,3500,57.7655011488189,24.798224275833647,39.00791253261846,1
191,294.24093458288627,569.8730243820305,125.46892114137356,118.84676382041177,18.395158101750816,2.9947351734616543,55.29263464759145,0.7763372588570392,600,3500,54.73653665831302,21.1379890051334,26.815272243837754,1
192,289.11128140653005,552.1241466920438,165.84472485199763,109.7922346833502,25.395478971120355,3.3863498823691875,72.03515140056,1.8409845650118055,600,3500,75.67721532763166,25.20043179323404,47.55438318415163,0
193,296.2123738101696,521.5356640256423,276.7581287597005,96.67706454203775,21.740063528625726,3.781533458438358,66.64007723831253,1.481438828487443,600,3500,79.96038663088872,24.871161097010855,44.113804087113486,0
194,297.13716252568054,517.4945615089739,110.44033836612876,100.37745296321808,31.57766731765219,1.7039262455663606,57.111860274592416,0.7281564248334094,600,3500,62.05815264319452,22.672217419302424,41.7682549583258,1
195,303.4379119116906,528.2576953459134,110.61642854990603,102.29763486469845,23.617750473236118,2.1979477474279245,59.51738452293864,1.1604851275525234,600,3500,57.2532916614862,11.429907675658425,35.88896928909636,1
196,321.0672866347229,550.7930511273538,223.87536195182702,104.74206942771652,19.9742854517526,1.4572480399912524,55.418027345814,1.422947037604703,600,3500,64.41242350647592,19.46218055664843,53.5792575408595,1
197,323.37682386417424,551.9044728336504,141.14320285804408,112.20604256892106,27.342899732080603,3.9774505064751255,44.87742256594103,0.6251961274840749,600,3500,73.8717827198291,27.219666213345917,36.912511147834266,1
198,315.2874549502706,576.3337060172198,75.13539865259477,115.57952196021914,29.135544337708914,3.781002903772886,58.251099642950805,1.8236245526110082,600,3500,71.49488831746712,21.148427830307618,46.90520632908532,1
199,325.8616900388944,555.6321841439965,141.2074596784811,118.82446270534217,18.340838158018997,2.619871390841679,64.44426510250453,1.7054053031623027,600,3500,58.13552474241199,19.95684534759505,40.67599339663343,0
200,326.37529863369076,530.0814475536691,50.84853591014196,124.5445188157513,18.35238432576635,3.526099883129264,73.66614579304039,1.2578101603649574,600,3500,77.34685282616383,16.60305806487249,35.40472158067519,0
201,335.0997702102953,529.2482320702198,61.15222608680476,128.56385187324753,15.733428538670859,2.5628739318161267,61.814567698962406,1.9506899228887558,600,3500,53.493222040896164,22.331952424676686,54.50268947387632,1
202,345.76175565127267,535.0092138043094,154.52665409444913,135.4234193269868,29.72804030131281,2.870757064008279,68.0560768521579,1.1266414689126496,600,3500,63.56138587006388,20.85622097969357,30.829811464111888,1
203,336.1716746870049,534.518792582898,131.48838035631888,143.49158592521545,28.276090552436102,1.2673732963480497,38.003581747728646,1.9761654785547467,600,3500,69.72989557510822,31.568026522195048,73.59029679052432,0
204,349.9917207287243,503.50716108229983,275.305311309749,155.74509633514276,24.492617514996276,3.265811261490424,53.077873720989494,1.5018799982054407,600,3500,62.00379728826606,25.109780062978057,41.7743028157961,1
205,359.0429403282899,502.170360489608,115.0942307438236,150.55156573591333,31.883408979383944,1.3831404509057044,30.466580991354665,1.4520069098809123,600,3500,76.28345917311115,31.661954299142515,55.69167954251836,0
206,353.0038966034446,482.6033179820352,178.3706215806326,154.3960625951993,31.113403059001065,3.478202890757585,42.33394322608115,0.7489323429436775,600,3500,69.20922873801683,29.71529422903053,29.029476220897767,1
207,356.0483878021531,492.64840621448576,193.35664349666382,151.43347564642093,26.707087287935042,3.3460842630111576,66.32308575565024,1.822891637456966,600,3500,71.46217200458405,26.069521165327966,45.54684847873999,1
208,358.6204627119542,498.14737990593846,13.797392410616755,144.76500374818679,32.36542561026518,3.126234093228929,79.59049756746816,1.1412345318809227,600,3500,76.33077828747068,21.269962481816098,31.156759003687892,0
209,358.85978085661253,484.0491831110281,202.42583788484606,139.24868117954387,19.116824200735365,1.1084811415742863,34.958904979360796,0.7433501086737191,600,3500,74.5496645563489,29.966824743878853,55.789531403362474,0
210,367.5789207447365,476.3411793509777,61.630430392227915,143.20832532003607,17.23839238795456,1.9093850678359858,50.074715793064414,0.5189112799636386,600,3500,55.60239983919799,22.07917825591195,41.25191640738195,1
211,381.95248402807175,460.45297652264344,288.710392066142,146.55434575832408,20.394992230339792,1.7893377097325285,70.00354843495798,1.339633525457574,600,3500,73.08459236123828,25.12422626251483,49.117305142585536,1
212,382.0255477554781,459.5127900635459,53.11219104840276,149.75764199223158,16.141737121786296,2.0804092224145574,40.20178173144494,1.2910994331840144,600,3500,57.267021366986306,19.207998949312568,38.93929334311413,1
213,395.334361035199,473.83992487106445,130.24099588083686,147.95193281167693,25.62339056002064,1.2629282402915156,57.75424746511431,1.5790304335537377,600,3500,74.17194407071024,21.289819051274627,64.8419259828582,0
214,405.2163871402401,459.0540341760313,34.751403742806716,147.97925082110422,33.73211384589923,3.8108734690931882,66.65356480148374,1.8353870795267033,600,3500,76.80542286572124,26.221487959911904,53.7760911730552,0
215,407.53934872200415,466.61473190879894,299.09353303532475,154.5212723881126,15.786870813370193,2.6614067221371287,60.79927251300895,0.6191098769645442,600,3500,63.57972858574823,25.42766699391515,32.93653212162852,1
216,409.30115794252737,458.6608676332123,155.63655299606035,142.60612791091816,17.442198280200536,1.9165729319740707,39.401236730770805,1.5972447355105435,600,3500,66.46590349295555,26.857362178711696,51.030356574321964,1
217,397.7755042259272,446.76777514927716,182.6616550228127,142.80326469834682,24.043980565668704,2.1909445512228505,47.76922843428697,0.7811179161463733,600,3500,56.86673739313118,24.2971532042752,37.114912813472145,1
218,382.76782029385544,445.1623197499588,29.45217844264397,143.52291388336113,33.6775003505581,2.341607621514507,69.18958922426987,1.787265579735746,600,3500,66.33960617947156,26.645699768541547,47.60762860348435,1
219,384.41804827494883,429.63368491366816,227.48853641576156,149.54934803598232,21.32312209953501,2.8017830000818518,57.71132570660083,1.728595270792484,600,3500,57.403772437106504,22.183309006041664,47.4273348144364,1
220,375.85875909665515,421.3289453334604,70.87262199771988,138.74736074043972,25.144696173767848,2.5470382830894933,30.261480677145638,1.3111906324783167,600,3500,59.78232587877125,28.38486338823817,39.04795190275171,0
221,375.46239767625895,403.3607769446277,270.435743937807,150.708430704579,15.831457181007842,3.758175919643252,68.0495380014047,1.5653641979349673,600,3500,76.59878656906078,25.574958812986196,46.747701653846086,0
222,370.1157702577583,432.8316539383735,69.49049573978208,152.41747410000707,17.966864019241775,2.490890448717491,31.765567747011954,0.9715251697756226,600,3500,58.39093518841916,25.803331740099612,35.405888804248434,1
223,352.2308052079533,433.36060721794945,65.29943899246331,154.55011847356656,34.73260245917694,3.976474044469938,67.2866891365616,1.206751848399222,600,3500,81.794611034619,18.246244236383482,37.42599964569683,0
224,355.80385062731966,422.86472459806066,20.599403675947514,151.33908041490875,34.30237392872091,3.554274873235287,40.124028008261874,1.7324553465657075,600,3500,73.03602863401491,24.892503929840355,47.897625561560034,1
225,351.65853257342076,426.07442325907397,146.89941408189978,155.6432592532835,15.098799618688192,1.6255315430720074,77.90367400596901,1.1888977957598208,600,3500,80.43655655821323,21.745293809056367,49.146656547097884,0
226,352.4605196988289,424.38950251371153,173.80392864615877,156.02689165554835,34.03623570846478,3.7917856439317488,48.39703756510423,1.0366973979881626,600,3500,66.63383093705428,25.718614653342755,33.25407857301545,1
227,343.52931696253665,421.0749585207132,29.055505434222187,165.69874720840008,27.78239875631001,1.3490991936564283,46.34658081690395,1.2413186708754498,600,3500,69.65529539006812,17.432232558571467,54.568273318014384,1
228,340.1811444885893,430.2874590213646,234.90300884155306,154.16679322389115,32.35836589040044,3.4523491254735745,37.44440251662223,1.7423738786558276,600,3500,68.3621927187908,33.967527631065586,45.710042534300875,0
229,355.7849458999181,441.6500746720742,141.453762076928,155.57115986301523,24.09479711267718,2.1418698804297405,45.28021077451074,1.002812071056309,600,3500,58.05793409343239,23.57994636066497,40.38194467564903,1
230,357.07045590062893,433.6925574579163,162.07317810499822,158.83925865003462,25.311920571585006,3.6339229613352084,73.83253809141003,0.7606423897036156,600,3500,85.80949540743745,27.290471713950993,35.26133751427901,0
231,362.5662193512556,425.05528384824606,137.82119661208617,157.3482794951299,24.776931605138405,3.604170070322351,79.81671688136237,1.5680210304961713,600,3500,83.50009004540945,27.372456362458333,40.73480087127938,0
232,349.8575012824952,420.9295083909714,126.22128765384454,154.11095290867354,28.337285150922085,3.4177762003528636,48.41547652534241,1.7389673190621227,600,3500,67.77458377154778,23.622965078128868,48.42546696805467,1
233,373.74786085641983,386.40069091993763,172.2956960793832,151.20729467692388,17.793025095126257,3.370091308921184,52.43053154772713,0.6509562177853,600,3500,71.24061170825095,23.136804981521582,32.460907784113125,1
234,392.18199843962515,363.67282498695937,55.01967131990663,152.6044088318665,15.599471797453559,1.9140374172941224,66.10354691013686,0.8598111691339171,600,3500,72.58830144334443,18.083679841643292,40.33054062355852,1
235,405.8163533491422,384.17593899862726,62.75915784362863,138.12473762402084,21.158598831823817,1.2427578491537565,74.30978902325373,0.7129579846414908,600,3500,82.63024736727448,25.206585116043307,55.819638181498675,0
236,414.104013125191,408.85045470114653,259.91783009392003,145.84485731252667,29.093615254732935,2.2089405362954846,59.65221670933921,1.02191211737325,600,3500,58.72215832008656,21.44302536416354,34.338965234112635,1
237,414.25544590778964,405.11491410780087,284.3734840187535,142.00380237095987,19.037069042458967,1.5205735449595261,49.576284908891466,1.175526468358119,600,3500,67.54185658392832,26.809859856095123,51.24994947053707,1
238,418.67618607645693,413.7632685536374,118.25970172112835,143.02622394989413,28.468648666498346,3.084853266707385,50.63109204243119,1.6232395054449598,600,3500,60.38873176272642,21.595574551772316,43.16122451448994,1
239,429.15638351640644,418.4320208717904,88.5159552116306,145.96304208419866,34.398240922145405,2.0382991796133565,64.78090732484034,1.4767213773225112,600,3500,63.48410005380928,20.74991097474219,45.673155837763154,1
